,,BANK OF DITCH (BO. PADONG),(SITIO) SARGEANT PLS/ CONC. MON.,ILOCOS NORTE,REGION I,,,14572.29,26187.55,,,,,
P,86,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,19092.733,17965.784,2009325.737,454876.12,,,
P,87,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,19207.449,17886.986,2009440.624,454797.579,,,BLLM 9
P,88,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,19411.201,18129.484,2009643.833,455040.522,,,BLLM 10
P,89,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,19525.736,18442.956,2009757.67,455354.239,,,
P,90,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,19787.256,18528.258,2010018.993,455440.119,,,
P,91,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,20201.063,18707.143,2010432.392,455619.916,,,
P,92,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,20615.605,19042.362,2010846.178,455956.045,,,
P,93,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,20615.605,19042.362,2010846.178,455956.045,,,
P,94,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,20589.557,19187.978,2010819.808,456101.599,,,
P,95,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,20496.354,19460.644,2010726.003,456374.05,,,
P,96,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,20364.929,19486.3,2010594.525,456399.414,,,
P,97,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,20197.468,19882.267,2010426.191,456794.998,,,
P,98,CAD 307-D,SAN NICOLAS,ILOCOS NORTE,REGION I,,,20095.538,20039.952,2010323.915,456952.453,,,
BLBM,1,CATUGUING,SAN NICOLAS,ILOCOS NORTE,REGION I,,,17716.93,20147.92,2007949.958,457058.328,,,
BLBM,2,CATUGUING,SAN NICOLAS,ILOCOS NORTE,REGION I,,,17745.78,20164.95,2007978.769,457075.421,,,
BLBM,1,SAN ANTONIO,SAN NICOLAS,ILOCOS NORTE,REGION I,,,18551.39,22852.94,2008778.398,459765.114,,,
BLBM,2,SAN ANTONIO,SAN NICOLAS,ILOCOS NORTE,REGION I,,,18555.71,22813.17,2008782.806,459725.355,,,
TRI. STA.,,SAN MIGUEL B.T.,SAN NICOLAS,ILOCOS NORTE,REGION I,,,20059.32,20095.12,,,,,
TRI. STA.,,SAN NICOLOAS B.T.,SAN NICOLAS,ILOCOS NORTE,REGION I,,,20059.32,20095.12,2010292.395,457010.723,,,
BLBM,1,VINGAO,SAN NICOLAS,ILOCOS NORTE,REGION I,,,15822.42,18872.15,2006058.329,455778.395,,,
BLBM,2,VINGAO,SAN NICOLAS,ILOCOS NORTE,REGION I,,,15850.9,18824.34,2006086.914,455730.649,,,
BLBM,1,,SAN NICOLAS,ILOCOS NORTE,REGION I,18-10-31.82,120-35-33.94,20000,20000,,,,,
BLBM,2,,SAN NICOLAS,ILOCOS NORTE,REGION I,,,19932.34,20133.66,,,,,
BLLM,1,,SAN NICOLAS,ILOCOS NORTE,REGION I,18-10-31.82,120-35-33.94,20000,20000,2010233.288,456915.474,,,CAD-307-D
BLLM,2,,SAN NICOLAS,ILOCOS NORTE,REGION I,,,19932.34,20133.66,2010165.334,457048.98,,,
XC # 5.54,,,SAN NICOLAS,ILOCOS NORTE,REGION I,,,18540.14,19406.37,2008774.787,456318.625,,,
XC # 5.54,,,SAN NICOLAS,ILOCOS NORTE,REGION I,,,18540.14,19406.37,,,,,
TRI. STA.,,SAN NICOLAS B.T.,SAN NICOLAS (LUZON DATUM),ILOCOS NORTE,REGION I,18-10-33.859,120-35-37.148,,,,,,,"TO STATIONS = SAN MIGUEL, CAUIT, PAGUQUIN"
TRI. STA.,,SAN NICOLAS B.T.,SAN NICOLAS (LUZON DATUM),ILOCOS NORTE,REGION I,18-10-33.859,120-35-37.148,,,,,,,"TO STATIONS = SAN MIGUEL, GAUIT, PASUQUIN"
BLBM,1,,SAN RAFAEL,ILOCOS NORTE,REGION I,,,24825.11,23234.33,,,,,
BLBM,1,,SAN RAFAEL,ILOCOS NORTE,REGION I,,,24826.34,28281.48,,,,,RELOCATION
BLBM,2,,SAN RAFAEL,ILOCOS NORTE,REGION I,,,24846.65,23247.02,,,,,
BLBM,2,,SAN RAFAEL,ILOCOS NORTE,REGION I,,,24765.12,23245.52,,,,,RELOCATION
,,BRICK MON.,SARRAT,ILOCOS NORTE,REGION I,,,19056.15,23750.37,2007221.63,466097.925,,,CAD-279
BLLM,1,CAD 621-D,SARRAT,ILOCOS NORTE,REGION I,18-09-32.214,120-38-33.564,,,2008389.856,462190.761,,,
BLLM,2,CAD 621-D,SARRAT,ILOCOS NORTE,REGION I,,,,,2008312.573,462499,,,
BLLM,3,CAD 621-D,SARRAT,ILOCOS NORTE,REGION I,,,,,2006539.101,465116.029,,,
BLLM,4,CAD 621-D,SARRAT,ILOCOS NORTE,REGION I,,,,,2006460.748,465293.63,,,
BLLM,5,CAD 621-D,SARRAT,ILOCOS NORTE,REGION I,,,,,1999518.43,460765.611,,,
BLLM,6,CAD 621-D,SARRAT,ILOCOS NORTE,REGION I,,,,,1999811.763,460986.899,,,
BLLM,7,CAD 621-D,SARRAT,ILOCOS NORTE,REGION I,,,,,2004487.181,460726.504,,,
BLLM,8,CAD 621-D,SARRAT,ILOCOS NORTE,REGION I,,,,,2004842.888,460644.427,,,
TRI. STA.,SAN MIGUEL II,CAD 621-D,SARRAT,ILOCOS NORTE,REGION I,,,,,2005054.634,495536.974,,,
BLBM,1,PANGIAN,SARRAT,ILOCOS NORTE,REGION I,,,12815.32,18433.81,2000991.296,460769.475,,,CAD-279
BLBM,2,PANGIAN,SARRAT,ILOCOS NORTE,REGION I,,,12751.53,18425.37,2000927.525,460760.912,,,CAD-279
BLBM,1,PARI-IR,SARRAT,ILOCOS NORTE,REGION I,,,15692.13,19400.54,2003866.141,461741.74,,,CAD-279
BLBM,2,PARI-IR,SARRAT,ILOCOS NORTE,REGION I,,,15696.3,19371.24,2003870.367,461712.45,,,CAD-279
TRI. STA.,,SAN MIGUEL CH. B .T.,SARRAT,ILOCOS NORTE,REGION I,,,20121.13,19896.28,,,,,
TRI. STA.,,SAN MIGUEL CH. B.T.,SARRAT,ILOCOS NORTE,REGION I,18-09-29.105,120-38-35.453,20121.13,19896.28,,,,,"TO STATIONS = CAUIT, PASAQUIN, SAN MIGUEL"
TRI. STA.,,SAN MIGUEL CH. BELL TOWER,SARRAT,ILOCOS NORTE,REGION I,,,20121.13,19896.28,2008294.031,462246.035,,,CAD-279
BDRY. MON,,SAN MIGUEL PIDDIG,SARRAT,ILOCOS NORTE,REGION I,,,18922.59,24204.64,2007087.196,466551.919,,,CAD-279
BLLM,1,,SARRAT,ILOCOS NORTE,REGION I,18-09-25.16,120-38-38.98,20000,20000,2008172.704,462349.517,,,CAD-621-D
BLLM,1,,SARRAT,ILOCOS NORTE,REGION I,18-09-25.16,120-38-38.98,20000,20000,,,,,
BLLM,2,,SARRAT,ILOCOS NORTE,REGION I,,,20164.27,20059.03,2008336.854,462408.863,,,CAD-279
BLLM,2,,SARRAT,ILOCOS NORTE,REGION I,,,20164.27,20059.03,,,,,
BRICK MON.,,,SARRAT,ILOCOS NORTE,REGION I,,,19056.15,23750.37,,,,,
TRI. STA.,,SAN MIGUEL,SARRAT (LUZON DATUM),ILOCOS NORTE,REGION I,18-07-43.806,120-37-03.877,,,,,,,"TO STATIONS = BATAC, CULILI, RIDGE"
BLBM,1,AOANG,SOLSONA,ILOCOS NORTE,REGION I,,,18080.96,17716,1999426.918,473396.564,,,
BLBM,2,AOANG,SOLSONA,ILOCOS NORTE,REGION I,,,18227.31,17771.76,1999573.192,473452.504,,,
BBM,1,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001083.85,476394.33,,,
BBM,2,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001647.78,474295.33,,,
BBM,3,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001531.22,474245.62,,,
BBM,4,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001139.04,473699.21,,,
BBM,5,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2000380.47,476282.56,,,
BBM,6,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2000325.95,474655.26,,,
BBM,7,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002563.94,475198.63,,,
BBM,8,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002437.01,475067.34,,,
BBM,9,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002598.11,475724.95,,,
BBM,10,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002168.89,476420.33,,,
BBM,11,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002058.94,476677.08,,,
BBM,12,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002268.76,473505.33,,,
BBM,13,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002450.79,473599.5,,,
BBM,14,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002981.14,475171.22,,,
BBM,15,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002847.16,475408.83,,,
BBM,16,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002738.21,475027.32,,,
BBM,17,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003113.14,475482.58,,,
BBM,18,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001266.66,478194.7,,,
BBM,19,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002092.84,471912.86,,,
BBM,20,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003720.34,473077.06,,,
BBM,21,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003194.4,474587.77,,,
BBM,22,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001593.59,477872.4,,,
BBM,23,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2004578.95,475432.68,,,
BBM,24,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003900.73,474914.99,,,
BBM,25,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2004321.25,476406.19,,,
BBM,26,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003938.3,477013.05,,,
BBM,27,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003561.68,478839.12,,,
BBM,28,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003776.78,478802.22,,,
BBM,29,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003034.79,478729.37,,,
BBM,30,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003087.27,478525.86,,,
BBM,31,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002991.8,478533.59,,,
BBM,32,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003584.64,476810.3,,,
BBM,33,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003121.33,475897.72,,,
BBM,34,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003490.91,478062.87,,,
BBM,35,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003669.24,478106.97,,,
BBM,36,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998756.42,476278.87,,,
BBM,37,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998844.72,476911.81,,,
BBM,38,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001251.69,480225.55,,,
BBM,39,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001671.07,478939.37,,,
BBM,40,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1999684,474312.8,,,
BBM,41,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001979.54,477024.49,,,
BBM,42,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002693.59,477159.63,,,
BBM,43,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002883.65,477619.17,,,
BBM,44,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002447.09,477409.47,,,
BBM,45,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001544.43,479724.93,,,
BBM,46,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002905.72,479865.14,,,
BBM,47,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002858.34,479618.32,,,
BBM,48,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003025.03,479903.71,,,
BBM,49,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002865.02,480521.65,,,
BBM,50,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1997982.7,477314.66,,,
BBM,51,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998913.67,476516.26,,,
BBM,52,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998532.79,477512.04,,,
BBM,53,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1999106.95,476362.32,,,
BBM,54,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998560.38,478408.58,,,
BBM,55,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2004792.99,479846.43,,,
BBM,56,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005453.62,480993.54,,,
BBM,57,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005029.73,479276.98,,,
BBM,58,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005026.35,473840.78,,,
BBM,59,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2004865.42,472812.88,,,
BBM,60,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002974.71,474802.34,,,
BBM,61,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2004898.23,474552.76,,,
BBM,62,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2000113.83,477411.65,,,
BBM,63,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001370.62,472704.12,,,
BBM,64,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2000384.82,480069.03,,,
BBM,65,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005541.27,474290.16,,,
BBM,66,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002018.32,478043.45,,,
BBM,67,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002257.2,478561.94,,,
BBM,68,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002072.69,478406.97,,,
BBM,69,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001317.59,475478.07,,,
BBM,70,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002484.51,474217.86,,,
BBM,71,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002116.38,474766.74,,,
BBM,72,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2000375.3,478497.1,,,
BBM,73,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998142.88,474843.96,,,MBM 7
BBM,74,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998677.31,473818.4,,,MBM  8
BBM,75,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001821.46,471034.06,,,MBM 11
BBM,76,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002449.42,470960.8,,,MBM 12
BBM,77,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2004417.21,472284.5,,,MBM 13
BBM,78,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2004581.77,471841.97,,,MBM 14
BBM,79,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2006461.16,474195.21,,,MBM 18
BBM,80,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005007.97,477423.04,,,MBM 21
BBM,81,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2006219.83,479598.17,,,MBM 22
BBM,82,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005419.48,479488.79,,,MBM 23
BBM,83,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005875.39,480661.51,,,MBM 24
BBM,84,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2006388.89,480626.77,,,MBM 25
BBM,85,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2006253.2,482142.8,,,MBM 2
BBM,86,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2004256.02,480617.36,,,
BBM,87,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003219.27,480894.88,,,
BBM,88,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003650.17,482087.99,,,
BBM,89,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003352.07,482258.08,,,
BBM,90,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1999539.34,481774.86,,,
BBM,91,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998902.47,480412.04,,,
BBM,92,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1999345.24,479323.72,,,
BBM,93,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998151.01,479110.16,,,
BBM,94,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1996344.25,479150.36,,,
BBM,95,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1996679.31,476516.67,,,
BLLM,3,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002518.504,472252.369,,,
BLLM,4,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002939.705,472468.415,,,
BLLM,5,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2006468.473,475325.637,,,
BLLM,6,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2006144.948,475379.21,,,
BLLM,7,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003842.116,476042.46,,,
BLLM,8,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2003768.627,476261.442,,,
BLLM,9,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2004522.526,480065.388,,,
BLLM,10,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2004568.864,480182.846,,,
BLLM,11,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2000289.98,479791.928,,,
BLLM,12,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2000160.211,479512.888,,,
BLLM,13,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998283.316,476859.966,,,
BLLM,14,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998346.889,476564.58,,,
BLLM,15,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998226.386,474260.188,,,
BLLM,16,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998633.004,473601.93,,,
BLLM,1-A,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,18-05-39.095,120-46-15.200,,,2001201.683,475749.701,,,
BLLM,2-A,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001418.051,475765.416,,,
MBM,1,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2011884.85,492154.13,,,PBM 1
MBM,2,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2006253.2,482142.8,,,
MBM,3,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2000467.91,487205.56,,,PBM 2
MBM,4,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998403.98,485550.25,,,
MBM,5,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1995532.17,483553.89,,,
MBM,6,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1996679.31,476516.67,,,
MBM,7,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998142.88,474843.96,,,
MBM,8,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1998677.31,473818.4,,,
MBM,9,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1999377.88,472322.53,,,
MBM,10,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,1999726.21,471926.43,,,
MBM,11,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2001821.46,471034.06,,,
MBM,12,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2002449.42,470960.8,,,
MBM,13,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2004417.21,472284.5,,,
MBM,14,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2004581.77,471841.97,,,
MBM,15,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005103.62,472132.34,,,
MBM,16,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005560.92,471617.06,,,
MBM,17,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2006372.18,473003.22,,,
MBM,18,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2006461.16,474195.21,,,
MBM,19,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2006820.56,475395.13,,,
MBM,20,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005337.49,476188.83,,,
MBM,21,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005007.97,477423.04,,,
MBM,22,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2006219.83,479598.17,,,
MBM,23,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005419.48,479488.79,,,
MBM,24,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2005875.39,480661.51,,,
MBM,25,CAD 574-D,SOLSONA,ILOCOS NORTE,REGION I,,,,,2006388.89,480626.77,,,
BLBM,1,MALASIN,SOLSONA,ILOCOS NORTE,REGION I,,,22365.42,22758.43,2003704.911,478444.11,,,
BLBM,2,MALASIN,SOLSONA,ILOCOS NORTE,REGION I,,,22474.87,22787.72,2003814.32,478473.535,,,
BLBM,1,MANALPAE,SOLSONA,ILOCOS NORTE,REGION I,,,19695.08,22366.95,2001035.177,478049.322,,,
BLBM,2,MANALPAE,SOLSONA,ILOCOS NORTE,REGION I,,,19723.83,22267.52,2001064.049,477949.932,,,
BLBM,1,PAGBAG,SOLSONA,ILOCOS NORTE,REGION I,,,24127.39,18140.98,2005472.559,473829.056,,,
BLBM,2,PAGBAG,SOLSONA,ILOCOS NORTE,REGION I,,,24034.01,18128.29,2005379.199,473816.25,,,
BLBM,1,PUTTAO,SOLSONA,ILOCOS NORTE,REGION I,,,17397.03,19208.58,1998741.159,474888.228,,,TO BE CORECTED SEE PSU-27170
BLBM,2,PUTTAO,SOLSONA,ILOCOS NORTE,REGION I,,,17456.55,19242.98,1998800.634,474922.701,,,TO BE CORECTED SEE PSU-27170
BLBM,1,SOLSONA,SOLSONA,ILOCOS NORTE,REGION I,,,19994.54,19999.96,2001337.571,475682.809,,,"ORIGINAL LOCATION, NORTHING (DESTROYED)"
BLBM,1,SOLSONA,SOLSONA,ILOCOS NORTE,REGION I,,,19994.25,19998.21,2001337.283,475681.059,,,RELOCATION 7-27-17
BLBM,2,SOLSONA,SOLSONA,ILOCOS NORTE,REGION I,,,20077.2,20017.78,2001420.206,475700.731,,,ORIGINAL LOCATION
BLBM,2,SOLSONA,SOLSONA,ILOCOS NORTE,REGION I,,,19752.75,19937.17,2001095.87,475619.721,,,RELOCATION 7-27-17
BLBM,1,STA. ANA,SOLSONA,ILOCOS NORTE,REGION I,,,16808.79,21878.53,1998149.622,477557.329,,,
BLBM,2,STA. ANA,SOLSONA,ILOCOS NORTE,REGION I,,,16863.44,21927.97,1998204.208,477606.835,,,
BLBM,1,,SOLSONA,ILOCOS NORTE,REGION I,,,19994.54,19999.96,,,,,ORIGINAL LOCATION
BLBM,1,,SOLSONA,ILOCOS NORTE,REGION I,,,19994.25,19998.21,,,,,
BLBM,2,,SOLSONA,ILOCOS NORTE,REGION I,,,20077.2,20017.78,,,,,ORIGINAL LOCATION (EASTING=DESTROYED)
BLBM,2,,SOLSONA,ILOCOS NORTE,REGION I,,,19752.75,19937.17,,,,,
BLLM,1,,SOLSONA,ILOCOS NORTE,REGION I,18-05-43.69,120-46-12.92,20000,20000,2001343.031,475682.856,,,CAD-574-D
BLLM,1,,SOLSONA,ILOCOS NORTE,REGION I,,,20000,20000,,,,,
BLLM,2,,SOLSONA,ILOCOS NORTE,REGION I,,,20077.2,20017.78,2001420.206,475700.731,,,NORTHING (DESTROYED)
BLLM,2,,SOLSONA,ILOCOS NORTE,REGION I,,,20077.2,20017.78,,,,,DESTROYED
TRI. STA.,,SICAPOO ,SOLSONA (LUZON DATUM),ILOCOS NORTE,REGION I,18-00-52.258,120-56-15.328,,,,,,,"TO STATIONS = TABURUB, TALAMPAC N., TINADAUAN"
BLBM,1,,STA. ANA,ILOCOS NORTE,REGION I,,,16808.79,21878.53,,,,,
BLBM,2,,STA. ANA,ILOCOS NORTE,REGION I,,,16863.44,21927.97,,,,,
BLBM,1,,STA. CATALINA,ILOCOS NORTE,REGION I,,,20651.98,16865.36,,,,,
BLBM,2,,STA. CATALINA,ILOCOS NORTE,REGION I,,,20520.23,17026.14,,,,,
BLBM,1,,STA. CAYETANA,ILOCOS NORTE,REGION I,,,19874.87,21253.57,,,,,
BLBM,2,,STA. CAYETANA,ILOCOS NORTE,REGION I,,,19899.84,21261.31,,,,,
BLBM,1,,STO. DOMINGO,ILOCOS NORTE,REGION I,,,23258.79,18445.98,,,,,
BLBM,2,,STO. DOMINGO,ILOCOS NORTE,REGION I,,,23274.62,18341.1,,,,,
BLBM,1,,STO. TOMAS,ILOCOS NORTE,REGION I,,,17805.05,17751.56,,,,,
BLBM,2,,STO. TOMAS,ILOCOS NORTE,REGION I,,,17774.33,17846.2,,,,,
BLBM,1,,SUMANDER,ILOCOS NORTE,REGION I,,,16647.54,21687.02,,,,,
BLBM,2,,SUMANDER,ILOCOS NORTE,REGION I,,,16626.02,21760.69,,,,,
BLBM,1,,SUYO,ILOCOS NORTE,REGION I,,,24483.42,18291.59,,,,,
BLBM,2,,SUYO,ILOCOS NORTE,REGION I,,,24432.37,18625.86,,,,,
BLBM,1,,TANDAGAN,ILOCOS NORTE,REGION I,,,30221.56,28533.2,,,,,
BLBM,2,,TANDAGAN,ILOCOS NORTE,REGION I,,,30184.52,28599.56,,,,,
BLBM,1,,TANGAOAN,ILOCOS NORTE,REGION I,,,22135.5,16961.83,,,,,
BLBM,2,,TANGAOAN,ILOCOS NORTE,REGION I,,,22045.2,16915.65,,,,,
